GeneModel	Coverage	Integrity
PdomMRNAr1.2-03456.1	1	0.9
PdomMRNAr1.2-03457.1	1	0.62
PdomMRNAr1.2-03458.1	0.95	0.38
PdomMRNAr1.2-03459.1	1	1
PdomMRNAr1.2-03460.1	1	0.3
PdomMRNAr1.2-03461.1	1	0.86
PdomMRNAr1.2-03462.1	1	0.95
PdomMRNAr1.2-03463.1	1	0.64
PdomMRNAr1.2-03464.1	0	0
PdomMRNAr1.2-03465.1	1	0.3
PdomMRNAr1.2-03466.1	0.89	0.27
PdomMRNAr1.2-03467.1	1	0.7
PdomMRNAr1.2-03468.1	0.98	0.34
PdomMRNAr1.2-03469.1	0	0
PdomMRNAr1.2-03470.1	1	1
PdomMRNAr1.2-03471.1	0.22	0.07
PdomMRNAr1.2-03472.1	0.32	0.1
PdomMRNAr1.2-03473.1	0.99	1
PdomMRNAr1.2-03474.1	1	0.97
PdomMRNAr1.2-03475.1	1	1
PdomMRNAr1.2-03476.1	1	0.9
PdomMRNAr1.2-03477.1	1	0.66
PdomMRNAr1.2-03478.1	1	0.3
PdomMRNAr1.2-03479.1	0.99	0.32
PdomMRNAr1.2-03480.1	1	0.34
PdomMRNAr1.2-03481.1	0.8	0.45
PdomMRNAr1.2-03482.1	1	1
PdomMRNAr1.2-03483.1	1	0.85
PdomMRNAr1.2-03484.1	0.92	0.77
PdomMRNAr1.2-03485.1	0.98	0.74
PdomMRNAr1.2-03486.1	0	NULL
PdomMRNAr1.2-03487.1	1	1
PdomMRNAr1.2-03488.1	1	0.96
PdomMRNAr1.2-03489.1	0.96	0.69
PdomMRNAr1.2-03490.1	1	0.63
PdomMRNAr1.2-03491.1	1	0.86
PdomMRNAr1.2-03492.1	0	NULL
PdomMRNAr1.2-03493.1	0.21	0.06
PdomMRNAr1.2-03497.1	0.31	0.09
PdomMRNAr1.2-03499.1	0.93	0.28
PdomMRNAr1.2-03500.1	1	0.95
PdomMRNAr1.2-03501.1	1	0.65
PdomMRNAr1.2-03502.1	0.65	0.19
PdomMRNAr1.2-03503.1	1	0.95
PdomMRNAr1.2-03504.1	0.49	0.15
PdomMRNAr1.2-03505.1	1	1
PdomMRNAr1.2-03506.1	1	0.31
PdomMRNAr1.2-03507.1	1	0.84
PdomMRNAr1.2-03508.1	1	0.95
PdomMRNAr1.2-03509.1	0.04	0.01
PdomMRNAr1.2-03510.1	1	0.99
PdomMRNAr1.2-03511.1	1	0.95
PdomMRNAr1.2-03512.1	1	0.7
PdomMRNAr1.2-03513.1	0.32	0.1
PdomMRNAr1.2-03514.1	1	1
PdomMRNAr1.2-03515.1	1	1
PdomMRNAr1.2-03516.1	1	0.98
PdomMRNAr1.2-03517.1	1	1
PdomMRNAr1.2-03518.1	0.54	0.16
PdomMRNAr1.2-03519.1	1	1
PdomMRNAr1.2-03520.1	0.66	0.57
PdomMRNAr1.2-03521.1	0	NULL
PdomMRNAr1.2-03522.1	1	0.9
PdomMRNAr1.2-03523.1	1	1
PdomMRNAr1.2-03524.1	1	0.78
PdomMRNAr1.2-03525.1	1	1
PdomMRNAr1.2-03526.1	1	1
PdomMRNAr1.2-03527.1	1	0.59
PdomMRNAr1.2-03528.1	1	0.35
PdomMRNAr1.2-03529.1	0.9	0.27
PdomMRNAr1.2-03530.1	1	0.91
PdomMRNAr1.2-03531.1	1	1
PdomMRNAr1.2-03532.1	1	0.99
PdomMRNAr1.2-03533.1	1	0.79
PdomMRNAr1.2-03534.1	0.43	0.13
PdomMRNAr1.2-03535.1	1	0.9
PdomMRNAr1.2-03536.1	1	0.5
PdomMRNAr1.2-03537.1	1	0.9
PdomMRNAr1.2-03538.1	1	0.45
PdomMRNAr1.2-03539.1	1	0.77
PdomMRNAr1.2-03540.1	1	0.3
PdomMRNAr1.2-03541.1	0.83	0.78
PdomMRNAr1.2-03542.1	1	1
PdomMRNAr1.2-03543.1	0.51	0.15
PdomMRNAr1.2-03544.1	1	1
PdomMRNAr1.2-03545.1	1	0.73
PdomMRNAr1.2-03546.1	1	0.98
PdomMRNAr1.2-03547.1	1	1
PdomMRNAr1.2-03548.1	0.36	0.19
PdomMRNAr1.2-03549.1	0	0
PdomMRNAr1.2-03550.1	1	0.78
PdomMRNAr1.2-03551.1	0.98	0.94
PdomMRNAr1.2-03552.1	1	0.97
PdomMRNAr1.2-03553.1	1	0.95
PdomMRNAr1.2-03554.1	1	0.95
PdomMRNAr1.2-03555.1	1	0.92
PdomMRNAr1.2-03556.1	1	0.82
PdomMRNAr1.2-03557.1	0.99	0.81
PdomMRNAr1.2-03558.1	0.66	0.25
PdomMRNAr1.2-03559.1	1	1
PdomMRNAr1.2-03560.1	0.98	0.8
PdomMRNAr1.2-03561.1	1	0.3
PdomMRNAr1.2-03562.1	0.99	0.95
PdomMRNAr1.2-03563.1	0.98	0.34
PdomMRNAr1.2-03564.1	1	0.94
PdomMRNAr1.2-03565.1	1	0.95
PdomMRNAr1.2-03566.1	0.83	0.25
PdomMRNAr1.2-03567.1	0.58	0.82
PdomMRNAr1.2-03568.1	1	0.95
PdomMRNAr1.2-03569.1	0	NULL
PdomMRNAr1.2-03570.1	1	0.75
PdomMRNAr1.2-03571.1	1	0.82
PdomMRNAr1.2-03572.1	1	0.9
PdomMRNAr1.2-03573.1	1	0.71
PdomMRNAr1.2-03574.1	0.94	0.58
PdomMRNAr1.2-03575.1	0.03	0.01
PdomMRNAr1.2-03576.1	1	0.56
PdomMRNAr1.2-03577.1	1	0.94
PdomMRNAr1.2-03578.1	0.53	0.35
PdomMRNAr1.2-03579.1	1	1
PdomMRNAr1.2-03580.1	1	0.89
PdomMRNAr1.2-03581.1	1	0.65
PdomMRNAr1.2-03582.1	0.94	0.28
PdomMRNAr1.2-03583.1	1	0.95
PdomMRNAr1.2-03584.1	0.92	0.28
PdomMRNAr1.2-03585.1	0.6	0.48
PdomMRNAr1.2-03586.1	0.96	0.87
PdomMRNAr1.2-03587.1	1	0.99
PdomMRNAr1.2-03588.1	0.87	0.46
PdomMRNAr1.2-03589.1	1	0.3
PdomMRNAr1.2-03590.1	0.56	0.17
PdomMRNAr1.2-03591.1	0	NULL
PdomMRNAr1.2-03592.1	1	0.5
PdomMRNAr1.2-03593.1	1	1
PdomMRNAr1.2-03594.1	0.47	0.14
PdomMRNAr1.2-03595.1	0.94	0.89
PdomMRNAr1.2-03596.1	1	0.97
PdomMRNAr1.2-03597.1	0.13	0.04
PdomMRNAr1.2-03598.1	0	0
PdomMRNAr1.2-03599.1	1	0.6
PdomMRNAr1.2-03600.1	1	1
PdomMRNAr1.2-03601.1	1	0.95
PdomMRNAr1.2-03602.1	1	1
PdomMRNAr1.2-03603.1	1	0.3
PdomMRNAr1.2-03604.1	0.27	0.08
PdomMRNAr1.2-03605.1	0	0
PdomMRNAr1.2-03606.1	1	1
PdomMRNAr1.2-03607.1	0.98	0.99
PdomMRNAr1.2-03608.1	1	0.95
PdomMRNAr1.2-03609.1	0.99	0.91
PdomMRNAr1.2-03610.1	0.68	0.2
PdomMRNAr1.2-03611.1	1	0.95
PdomMRNAr1.2-03612.1	1	0.83
PdomMRNAr1.2-03613.1	0	NULL
PdomMRNAr1.2-03614.1	0.96	0.84
PdomMRNAr1.2-03615.1	0.62	0.39
PdomMRNAr1.2-03616.1	0.69	0.56
PdomMRNAr1.2-03617.1	0.85	0.84
PdomMRNAr1.2-03618.1	0	NULL
PdomMRNAr1.2-03619.1	1	0.88
PdomMRNAr1.2-03620.1	0.87	0.81
PdomMRNAr1.2-03621.1	0.74	0.22
PdomMRNAr1.2-03622.1	1	0.9
PdomMRNAr1.2-03623.1	0.99	0.95
PdomMRNAr1.2-03624.1	1	0.83
PdomMRNAr1.2-03625.1	1	0.55
PdomMRNAr1.2-03626.1	0.01	0
PdomMRNAr1.2-03627.1	1	0.7
PdomMRNAr1.2-03628.1	1	0.7
PdomMRNAr1.2-03629.1	1	1
PdomMRNAr1.2-03630.1	0.83	0.41
PdomMRNAr1.2-03631.1	0.96	0.29
PdomMRNAr1.2-03632.1	0.81	0.24
PdomMRNAr1.2-03633.1	0	0
PdomMRNAr1.2-03634.1	1	0.92
PdomMRNAr1.2-03635.1	1	1
PdomMRNAr1.2-03636.1	1	1
PdomMRNAr1.2-03637.1	1	0.95
PdomMRNAr1.2-03638.1	0.83	0.3
PdomMRNAr1.2-03639.1	0.95	0.7
PdomMRNAr1.2-03640.1	1	0.96
PdomMRNAr1.2-03641.1	1	0.99
PdomMRNAr1.2-03642.1	0.98	0.9
PdomMRNAr1.2-03643.1	1	0.98
PdomMRNAr1.2-03644.1	0.17	0.17
PdomMRNAr1.2-03645.1	1	1
PdomMRNAr1.2-03646.1	0.08	0.02
PdomMRNAr1.2-03647.1	1	0.98
PdomMRNAr1.2-03648.1	0	NULL
PdomMRNAr1.2-03649.1	1	1
PdomMRNAr1.2-03650.1	0.77	0.23
PdomMRNAr1.2-03651.1	0.1	0.03
PdomMRNAr1.2-03652.1	0	NULL
PdomMRNAr1.2-03653.1	0.95	0.69
PdomMRNAr1.2-03654.1	0.73	0.22
PdomMRNAr1.2-03655.1	0.99	0.55
PdomMRNAr1.2-03656.1	1	0.95
PdomMRNAr1.2-03657.1	1	0.95
PdomMRNAr1.2-03658.1	1	0.3
PdomMRNAr1.2-03659.1	1	0.95
PdomMRNAr1.2-03660.1	0.94	0.81
PdomMRNAr1.2-03661.1	1	0.95
PdomMRNAr1.2-03662.1	0.98	0.57
PdomMRNAr1.2-03663.1	1	0.98
PdomMRNAr1.2-03664.1	1	0.99
PdomMRNAr1.2-03665.1	0.84	0.25
PdomMRNAr1.2-03666.1	1	1
PdomMRNAr1.2-03667.1	1	0.9
PdomMRNAr1.2-03668.1	0.23	0.07
PdomMRNAr1.2-03669.1	0.95	0.92
PdomMRNAr1.2-03671.1	1	0.98
PdomMRNAr1.2-03672.1	1	0.95
PdomMRNAr1.2-03673.1	0	NULL
PdomMRNAr1.2-03675.1	1	1
PdomMRNAr1.2-03676.1	1	0.96
PdomMRNAr1.2-03677.1	0.9	0.7
PdomMRNAr1.2-03678.1	1	0.93
PdomMRNAr1.2-03679.1	1	0.99
PdomMRNAr1.2-03680.1	0.48	0.34
PdomMRNAr1.2-03681.1	1	0.98
PdomMRNAr1.2-03682.1	1	0.95
PdomMRNAr1.2-03683.1	0.49	0.15
PdomMRNAr1.2-03684.1	0	NULL
PdomMRNAr1.2-03686.1	1	0.94
PdomMRNAr1.2-03688.1	0.45	0.13
PdomMRNAr1.2-03689.1	0.52	0.15
PdomMRNAr1.2-03690.1	0.71	0.21
PdomMRNAr1.2-03691.1	1	0.3
PdomMRNAr1.2-03692.1	1	0.96
PdomMRNAr1.2-03693.1	1	0.88
PdomMRNAr1.2-03694.1	1	0.98
PdomMRNAr1.2-03695.1	1	0.97
PdomMRNAr1.2-03696.1	1	0.87
PdomMRNAr1.2-03697.1	0.99	1
PdomMRNAr1.2-03698.1	1	0.9
PdomMRNAr1.2-03699.1	0	NULL
PdomMRNAr1.2-03700.1	1	0.95
PdomMRNAr1.2-03701.1	1	0.9
PdomMRNAr1.2-03702.1	1	1
PdomMRNAr1.2-03703.1	0.97	0.34
PdomMRNAr1.2-03704.1	0.97	0.79
PdomMRNAr1.2-03705.1	1	1
PdomMRNAr1.2-03706.1	0.83	0.64
PdomMRNAr1.2-03707.1	1	1
PdomMRNAr1.2-03708.1	1	0.7
PdomMRNAr1.2-03709.1	0.85	0.45
PdomMRNAr1.2-03710.1	1	0.92
PdomMRNAr1.2-03711.1	0.99	0.86
PdomMRNAr1.2-03712.1	1	0.7
PdomMRNAr1.2-03713.1	1	0.65
PdomMRNAr1.2-03714.1	1	0.93
PdomMRNAr1.2-03715.1	1	0.75
PdomMRNAr1.2-03716.1	0	NULL
PdomMRNAr1.2-03717.1	1	1
PdomMRNAr1.2-03718.1	1	0.78
PdomMRNAr1.2-03719.1	0.98	0.94
PdomMRNAr1.2-03720.1	1	0.99
PdomMRNAr1.2-03721.1	1	1
PdomMRNAr1.2-03722.1	0.03	0.01
PdomMRNAr1.2-03724.1	0.16	0.05
PdomMRNAr1.2-03725.1	0	NULL
PdomMRNAr1.2-03726.1	0	NULL
PdomMRNAr1.2-03727.1	0	NULL
PdomMRNAr1.2-03729.1	1	0.8
PdomMRNAr1.2-03730.1	1	1
PdomMRNAr1.2-03731.1	1	0.3
PdomMRNAr1.2-03732.1	0.54	0.48
PdomMRNAr1.2-03733.1	1	0.71
PdomMRNAr1.2-03734.1	1	0.5
PdomMRNAr1.2-03735.1	0.98	0.29
PdomMRNAr1.2-03736.1	1	1
PdomMRNAr1.2-03737.1	0.61	0.83
PdomMRNAr1.2-03738.1	0.86	0.26
PdomMRNAr1.2-03739.1	1	1
PdomMRNAr1.2-03740.1	1	0.65
PdomMRNAr1.2-03741.1	1	1
PdomMRNAr1.2-03742.1	1	0.95
PdomMRNAr1.2-03743.1	0.76	0.62
PdomMRNAr1.2-03744.1	0.16	0.05
PdomMRNAr1.2-03746.1	0	0
PdomMRNAr1.2-03747.1	1	0.95
PdomMRNAr1.2-03748.1	1	0.99
PdomMRNAr1.2-03749.1	0.44	0.13
PdomMRNAr1.2-03750.1	0.95	0.54
PdomMRNAr1.2-03751.1	1	0.98
PdomMRNAr1.2-03752.1	0.62	0.38
PdomMRNAr1.2-03753.1	0.95	0.98
PdomMRNAr1.2-03754.1	1	0.68
PdomMRNAr1.2-03755.1	0.02	0.01
PdomMRNAr1.2-03756.1	1	0.95
PdomMRNAr1.2-03757.1	1	0.59
PdomMRNAr1.2-03758.1	0.02	0
PdomMRNAr1.2-03759.1	1	0.65
PdomMRNAr1.2-03760.1	1	0.96
PdomMRNAr1.2-03761.1	1	1
PdomMRNAr1.2-03762.1	1	1
PdomMRNAr1.2-03763.1	1	0.9
PdomMRNAr1.2-03764.1	1	0.61
PdomMRNAr1.2-03765.1	0.37	0.11
PdomMRNAr1.2-03766.1	0.45	0.33
PdomMRNAr1.2-03767.1	1	1
PdomMRNAr1.2-03768.1	1	0.99
PdomMRNAr1.2-03769.1	0.77	0.23
PdomMRNAr1.2-03771.1	0	NULL
PdomMRNAr1.2-03772.1	0.98	0.29
PdomMRNAr1.2-03773.1	1	0.88
PdomMRNAr1.2-03774.1	1	0.95
PdomMRNAr1.2-03775.1	0	NULL
PdomMRNAr1.2-03776.1	1	0.99
PdomMRNAr1.2-03777.1	1	0.92
PdomMRNAr1.2-03778.1	1	0.78
PdomMRNAr1.2-03779.1	0.93	0.28
PdomMRNAr1.2-03780.1	1	0.99
PdomMRNAr1.2-03781.1	1	1
PdomMRNAr1.2-03782.1	1	0.73
PdomMRNAr1.2-03783.1	0.07	0.02
PdomMRNAr1.2-03784.1	1	0.97
PdomMRNAr1.2-03785.1	0.99	0.91
PdomMRNAr1.2-03786.1	1	0.99
PdomMRNAr1.2-03787.1	1	1
PdomMRNAr1.2-03788.1	1	1
PdomMRNAr1.2-03789.1	0.98	0.69
PdomMRNAr1.2-03790.1	1	0.65
PdomMRNAr1.2-03791.1	1	0.64
PdomMRNAr1.2-03792.1	1	0.66
PdomMRNAr1.2-03793.1	1	0.95
PdomMRNAr1.2-03794.1	1	0.85
PdomMRNAr1.2-03795.1	1	0.75
PdomMRNAr1.2-03796.1	1	1
PdomMRNAr1.2-03797.1	1	1
PdomMRNAr1.2-03798.1	1	0.64
PdomMRNAr1.2-03799.1	1	0.83
PdomMRNAr1.2-03800.1	1	0.92
PdomMRNAr1.2-03801.1	0.81	0.39
PdomMRNAr1.2-03802.1	1	0.9
PdomMRNAr1.2-03803.1	1	0.3
PdomMRNAr1.2-03804.1	1	0.98
PdomMRNAr1.2-03805.1	0.93	0.63
PdomMRNAr1.2-03806.1	0.96	0.79
PdomMRNAr1.2-03807.1	1	0.55
PdomMRNAr1.2-03808.1	1	1
PdomMRNAr1.2-03809.1	1	1
PdomMRNAr1.2-03810.1	1	0.66
PdomMRNAr1.2-03811.1	1	0.95
PdomMRNAr1.2-03812.1	1	0.98
PdomMRNAr1.2-03813.1	1	1
PdomMRNAr1.2-03814.1	0.98	0.99
PdomMRNAr1.2-03815.1	1	0.95
PdomMRNAr1.2-03816.1	1	0.95
PdomMRNAr1.2-03817.1	1	0.3
PdomMRNAr1.2-03818.1	1	0.95
PdomMRNAr1.2-03819.1	1	0.9
PdomMRNAr1.2-03820.1	1	1
PdomMRNAr1.2-03821.1	1	0.86
PdomMRNAr1.2-03822.1	1	0.9
PdomMRNAr1.2-03823.1	0.89	0.27
PdomMRNAr1.2-03824.1	0.92	0.88
PdomMRNAr1.2-03825.1	1	0.9
PdomMRNAr1.2-03826.1	1	0.91
PdomMRNAr1.2-03827.1	0.99	0.8
PdomMRNAr1.2-03828.1	0.62	0.21
PdomMRNAr1.2-03829.1	0.92	0.27
PdomMRNAr1.2-03830.1	0.98	0.35
PdomMRNAr1.2-03831.1	1	1
PdomMRNAr1.2-03832.1	1	0.97
PdomMRNAr1.2-03833.1	1	0.82
PdomMRNAr1.2-03834.1	1	0.91
PdomMRNAr1.2-03835.1	1	0.61
PdomMRNAr1.2-03836.1	1	1
PdomMRNAr1.2-03837.1	1	0.97
PdomMRNAr1.2-03838.1	1	0.98
PdomMRNAr1.2-03840.1	0	0
PdomMRNAr1.2-03841.1	0	NULL
PdomMRNAr1.2-03842.1	1	0.65
PdomMRNAr1.2-03843.1	1	0.95
PdomMRNAr1.2-03844.1	1	0.99
PdomMRNAr1.2-03845.1	1	0.3
PdomMRNAr1.2-03846.1	1	0.5
PdomMRNAr1.2-03847.1	1	0.95
PdomMRNAr1.2-03848.1	1	0.6
PdomMRNAr1.2-03849.1	1	1
PdomMRNAr1.2-03850.1	0.95	0.68
PdomMRNAr1.2-03851.1	1	1
PdomMRNAr1.2-03852.1	1	0.96
PdomMRNAr1.2-03853.1	1	1
PdomMRNAr1.2-03854.1	0.14	0.04
PdomMRNAr1.2-03855.1	0.65	0.49
PdomMRNAr1.2-03856.1	1	0.83
PdomMRNAr1.2-03857.1	0.99	0.95
PdomMRNAr1.2-03858.1	0	NULL
PdomMRNAr1.2-03859.1	1	0.97
PdomMRNAr1.2-03860.1	1	1
PdomMRNAr1.2-03861.1	1	0.98
PdomMRNAr1.2-03862.1	1	0.9
PdomMRNAr1.2-03863.1	1	0.95
PdomMRNAr1.2-03864.1	1	0.83
PdomMRNAr1.2-03865.1	0	NULL
PdomMRNAr1.2-03866.1	0.97	0.9
PdomMRNAr1.2-03867.1	1	0.96
PdomMRNAr1.2-03868.1	0.32	0.74
PdomMRNAr1.2-03870.1	1	0.95
PdomMRNAr1.2-03871.1	0	NULL
PdomMRNAr1.2-03872.1	0.96	0.82
PdomMRNAr1.2-03873.1	1	0.82
PdomMRNAr1.2-03874.1	0.82	0.45
PdomMRNAr1.2-03875.1	1	0.95
PdomMRNAr1.2-03876.1	0	0
PdomMRNAr1.2-03877.1	0.21	0.06
PdomMRNAr1.2-03878.1	1	1
PdomMRNAr1.2-03879.1	0.96	0.85
PdomMRNAr1.2-03880.1	1	0.93
PdomMRNAr1.2-03881.1	1	0.95
PdomMRNAr1.2-03882.1	1	0.9
PdomMRNAr1.2-03883.1	1	0.6
PdomMRNAr1.2-03884.1	1	1
PdomMRNAr1.2-03885.1	1	1
PdomMRNAr1.2-03886.1	1	0.91
PdomMRNAr1.2-03887.1	1	0.3
PdomMRNAr1.2-03888.1	1	0.3
PdomMRNAr1.2-03889.1	0	0
PdomMRNAr1.2-03890.1	1	0.95
PdomMRNAr1.2-03891.1	1	0.9
PdomMRNAr1.2-03892.1	1	0.79
PdomMRNAr1.2-03893.1	0.99	0.7
PdomMRNAr1.2-03894.1	0.21	0.06
PdomMRNAr1.2-03895.1	0.09	0.03
PdomMRNAr1.2-03896.1	1	0.64
PdomMRNAr1.2-03897.1	1	0.75
PdomMRNAr1.2-03898.1	0.99	0.3
PdomMRNAr1.2-03899.1	0.91	0.77
PdomMRNAr1.2-03900.1	1	0.37
PdomMRNAr1.2-03901.1	0	0
PdomMRNAr1.2-03902.1	0.88	0.42
PdomMRNAr1.2-03903.1	1	0.3
PdomMRNAr1.2-03904.1	1	0.9
PdomMRNAr1.2-03905.1	1	1
PdomMRNAr1.2-03906.1	0	0
PdomMRNAr1.2-03907.1	1	0.75
PdomMRNAr1.2-03908.1	1	0.75
PdomMRNAr1.2-03909.1	0.82	0.25
PdomMRNAr1.2-03910.1	0	NULL
PdomMRNAr1.2-03911.1	1	1
PdomMRNAr1.2-03912.1	1	0.95
PdomMRNAr1.2-03913.1	1	0.95
PdomMRNAr1.2-03914.1	1	0.45
PdomMRNAr1.2-03915.1	1	0.9
PdomMRNAr1.2-03916.1	1	1
PdomMRNAr1.2-03917.1	1	1
PdomMRNAr1.2-03918.1	0	NULL
PdomMRNAr1.2-03919.1	1	0.94
PdomMRNAr1.2-03920.1	1	0.95
PdomMRNAr1.2-03921.1	0.98	0.69
PdomMRNAr1.2-03922.1	0.04	0.01
PdomMRNAr1.2-03923.1	0.42	0.13
PdomMRNAr1.2-03924.1	1	0.76
PdomMRNAr1.2-03925.1	1	0.82
PdomMRNAr1.2-03926.1	0.96	0.69
PdomMRNAr1.2-03927.1	0.16	0.05
PdomMRNAr1.2-03928.1	0	0
PdomMRNAr1.2-03930.1	1	0.96
PdomMRNAr1.2-03931.1	0.86	0.66
PdomMRNAr1.2-03932.1	1	1
PdomMRNAr1.2-03933.1	1	0.93
PdomMRNAr1.2-03934.1	1	0.9
PdomMRNAr1.2-03935.1	1	0.3
PdomMRNAr1.2-03936.1	1	0.93
PdomMRNAr1.2-03937.1	1	0.92
PdomMRNAr1.2-03938.1	1	1
PdomMRNAr1.2-03939.1	1	0.77
PdomMRNAr1.2-03940.1	0.5	0.2
PdomMRNAr1.2-03941.1	1	1
PdomMRNAr1.2-03942.1	1	0.97
PdomMRNAr1.2-03943.1	0.63	0.19
PdomMRNAr1.2-03944.1	1	0.95
PdomMRNAr1.2-03945.1	1	0.95
PdomMRNAr1.2-03946.1	1	1
PdomMRNAr1.2-03947.1	0.98	0.71
PdomMRNAr1.2-03948.1	0.73	0.27
PdomMRNAr1.2-03949.1	1	1
PdomMRNAr1.2-03950.1	1	0.71
PdomMRNAr1.2-03951.1	1	0.98
PdomMRNAr1.2-03952.1	1	1
PdomMRNAr1.2-03953.1	0	0
PdomMRNAr1.2-03954.1	1	0.9
PdomMRNAr1.2-03955.1	1	0.3
PdomMRNAr1.2-03956.1	1	0.93
PdomMRNAr1.2-03957.1	0.98	0.65
PdomMRNAr1.2-03958.1	1	0.79
PdomMRNAr1.2-03959.1	0.81	0.36
PdomMRNAr1.2-03960.1	0	NULL
PdomMRNAr1.2-03961.1	0.04	0.01
PdomMRNAr1.2-03962.1	0.63	0.19
PdomMRNAr1.2-03963.1	0.67	0.2
PdomMRNAr1.2-03964.1	0.52	0.34
PdomMRNAr1.2-03965.1	0.82	0.24
PdomMRNAr1.2-03966.1	1	0.86
PdomMRNAr1.2-03967.1	1	0.95
PdomMRNAr1.2-03968.1	1	0.98
PdomMRNAr1.2-03969.1	1	1
PdomMRNAr1.2-03970.1	1	0.95
PdomMRNAr1.2-03971.1	0	NULL
PdomMRNAr1.2-03972.1	1	1
PdomMRNAr1.2-03973.1	0.98	0.29
PdomMRNAr1.2-03974.1	1	0.95
PdomMRNAr1.2-03975.1	0	NULL
PdomMRNAr1.2-03976.1	1	0.5
PdomMRNAr1.2-03977.1	1	0.34
PdomMRNAr1.2-03978.1	0	NULL
PdomMRNAr1.2-03979.1	1	0.83
PdomMRNAr1.2-03980.1	1	0.89
PdomMRNAr1.2-03981.1	1	1
PdomMRNAr1.2-03982.1	1	0.3
PdomMRNAr1.2-03983.1	0.99	0.65
PdomMRNAr1.2-03984.1	1	0.9
PdomMRNAr1.2-03985.1	1	0.9
PdomMRNAr1.2-03986.1	0.99	0.75
PdomMRNAr1.2-03987.1	0.98	0.29
PdomMRNAr1.2-03988.1	1	0.7
PdomMRNAr1.2-03989.1	1	0.3
PdomMRNAr1.2-03990.1	1	0.83
PdomMRNAr1.2-03991.1	1	0.95
PdomMRNAr1.2-03992.1	0.93	0.75
PdomMRNAr1.2-03993.1	1	0.84
PdomMRNAr1.2-03994.1	0	NULL
PdomMRNAr1.2-03995.1	1	0.53
PdomMRNAr1.2-03996.1	1	1
PdomMRNAr1.2-03997.1	1	1
PdomMRNAr1.2-03998.1	0	NULL
PdomMRNAr1.2-03999.1	0.96	0.74
PdomMRNAr1.2-04000.1	1	0.97
PdomMRNAr1.2-04001.1	1	1
PdomMRNAr1.2-04002.1	0.87	0.53
PdomMRNAr1.2-04003.1	1	0.98
PdomMRNAr1.2-04004.1	1	0.95
PdomMRNAr1.2-04005.1	1	0.95
PdomMRNAr1.2-04006.1	0.02	0.01
PdomMRNAr1.2-04007.1	0.99	0.35
PdomMRNAr1.2-04008.1	0.64	0.19
PdomMRNAr1.2-04009.1	0.85	0.56
PdomMRNAr1.2-04010.1	0	NULL
PdomMRNAr1.2-04011.1	1	0.9
PdomMRNAr1.2-04012.1	1	0.3
PdomMRNAr1.2-04013.1	1	0.3
PdomMRNAr1.2-04014.1	0.56	0.27
PdomMRNAr1.2-04015.1	1	0.71
PdomMRNAr1.2-04016.1	0.98	0.89
PdomMRNAr1.2-04017.1	1	1
PdomMRNAr1.2-04018.1	0.97	0.74
PdomMRNAr1.2-04019.1	0.99	0.6
PdomMRNAr1.2-04020.1	1	1
PdomMRNAr1.2-04021.1	1	0.83
PdomMRNAr1.2-04022.1	1	0.3
PdomMRNAr1.2-04023.1	1	0.96
PdomMRNAr1.2-04024.1	0.95	0.82
PdomMRNAr1.2-04025.1	0.17	0.05
PdomMRNAr1.2-04026.1	0.82	0.29
PdomMRNAr1.2-04027.1	1	0.65
PdomMRNAr1.2-04028.1	1	0.95
PdomMRNAr1.2-04029.1	0.09	0.03
PdomMRNAr1.2-04030.1	1	0.95
PdomMRNAr1.2-04031.1	1	0.99
PdomMRNAr1.2-04032.1	1	0.81
PdomMRNAr1.2-04034.1	0	NULL
PdomMRNAr1.2-04035.1	1	0.98
PdomMRNAr1.2-04036.1	1	0.47
PdomMRNAr1.2-04037.1	1	0.79
PdomMRNAr1.2-04038.1	1	1
PdomMRNAr1.2-04039.1	1	0.96
PdomMRNAr1.2-04040.1	0	NULL
PdomMRNAr1.2-04041.1	1	1
PdomMRNAr1.2-04042.1	1	0.85
PdomMRNAr1.2-04043.1	0.99	0.4
PdomMRNAr1.2-04044.1	1	1
PdomMRNAr1.2-04045.1	1	0.88
PdomMRNAr1.2-04046.1	1	0.86
PdomMRNAr1.2-04047.1	1	0.75
PdomMRNAr1.2-04048.1	0.99	0.55
PdomMRNAr1.2-04049.1	1	0.75
PdomMRNAr1.2-04051.1	0	NULL
PdomMRNAr1.2-04052.1	0	NULL
PdomMRNAr1.2-04053.1	0	0
PdomMRNAr1.2-04054.1	1	0.55
PdomMRNAr1.2-04055.1	0	NULL
PdomMRNAr1.2-04056.1	1	0.83
PdomMRNAr1.2-04057.1	0.95	0.34
PdomMRNAr1.2-04058.1	1	0.96
PdomMRNAr1.2-04059.1	0	NULL
PdomMRNAr1.2-04060.1	1	0.31
PdomMRNAr1.2-04061.1	1	1
PdomMRNAr1.2-04062.1	0	NULL
PdomMRNAr1.2-04063.1	1	1
PdomMRNAr1.2-04065.1	1	1
PdomMRNAr1.2-04066.1	1	0.7
PdomMRNAr1.2-04067.1	1	0.9
PdomMRNAr1.2-04068.1	0.99	0.92
PdomMRNAr1.2-04069.1	0	0
PdomMRNAr1.2-04070.1	0.74	0.42
PdomMRNAr1.2-04071.1	1	0.88
PdomMRNAr1.2-04072.1	0.93	0.58
PdomMRNAr1.2-04073.1	1	0.9
PdomMRNAr1.2-04075.1	1	0.35
